107/02/12,0,0,---,---,---,---,---,0
107/02/09,22000,5200,0.20,0.30,0.20,0.30,-0.12,4
107/02/08,40000,22500,0.61,0.61,0.42,0.42,-0.16,4
107/02/07,40000,23700,0.59,0.61,0.58,0.58,-0.01,4
107/02/06,20000,14100,0.82,0.82,0.59,0.59,-0.38,2
