107/02/12,225928,12019084,53.30,53.30,53.10,53.10,-0.20,58
107/02/09,472555,25177968,53.40,53.40,53.20,53.30,-0.10,75
107/02/08,327047,17466193,53.40,53.50,53.40,53.40,0.00,70
107/02/07,123681,6598496,53.20,53.40,53.20,53.40,0.20,41
107/02/06,335373,17849978,53.30,53.40,53.10,53.20,-0.10,104
