107/02/12,0,0,---,---,---,---,---,0
107/02/09,191000,93500,0.49,0.50,0.48,0.50,-0.23,11
107/02/08,432000,311190,0.76,0.76,0.70,0.73,-0.06,6
107/02/07,271000,211270,0.76,0.79,0.75,0.79,+0.15,7
107/02/06,759000,572760,0.80,0.80,0.64,0.64,-0.34,20
