107/02/12,87000,290810,3.34,3.36,3.33,3.35,-0.07,13
107/02/09,93000,325510,3.58,3.58,3.41,3.42,0.18,19
107/02/08,38000,122230,3.17,3.24,3.17,3.24,0.02,5
107/02/07,165000,524660,3.18,3.22,3.09,3.22,-0.16,10
107/02/06,1623000,5330410,3.17,3.50,3.13,3.38,0.53,19
