107/02/12,798483,13622404,17.10,17.10,16.95,17.05,0.05,271
107/02/09,854380,14440612,17.00,17.10,16.75,17.00,-0.25,410
107/02/08,622258,10744858,17.40,17.40,17.15,17.25,-0.05,291
107/02/07,847264,14769784,17.45,17.65,17.30,17.30,0.15,380
107/02/06,2468175,43022452,18.10,18.10,16.90,17.15,-1.15,976
