107/02/12,0,0,---,---,---,---,---,0
107/02/09,0,0,---,---,---,---,---,0
107/02/08,50000,17000,0.34,0.34,0.34,0.34,0.00,1
107/02/07,181000,64040,0.36,0.37,0.34,0.34,+0.07,4
107/02/06,30000,8100,0.27,0.27,0.27,0.27,-0.16,2
