107/02/12,0,0,---,---,---,---,---,0
107/02/09,115000,44200,0.39,0.39,0.38,0.38,-0.07,2
107/02/08,115000,51750,0.45,0.45,0.45,0.45,0.00,1
107/02/07,10000,4500,0.45,0.45,0.45,0.45,-0.02,1
107/02/06,26000,12220,0.47,0.47,0.47,0.47,+0.03,1
