107/02/12,0,0,---,---,---,---,---,0
107/02/09,38000,37560,0.94,1.07,0.94,0.99,-0.10,4
107/02/08,740000,872650,1.33,1.34,1.06,1.09,-0.29,16
107/02/07,695000,957700,1.35,1.39,1.31,1.38,+0.29,8
107/02/06,131000,153580,1.33,1.33,1.07,1.09,-0.38,8
