107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,4140,0.41,0.42,0.41,0.42,-0.17,2
107/02/08,51000,31870,0.69,0.70,0.57,0.59,-0.14,6
107/02/07,25000,19000,0.78,0.78,0.73,0.73,+0.09,2
107/02/06,92000,69920,0.87,0.87,0.64,0.64,-0.31,5
