107/02/12,0,0,---,---,---,---,---,0
107/02/09,26000,37870,1.47,1.47,1.45,1.46,+0.14,4
107/02/08,102000,135740,1.37,1.37,1.27,1.32,-0.09,7
107/02/07,163000,214930,1.29,1.41,1.29,1.41,-0.07,9
107/02/06,170000,228100,1.25,1.48,1.25,1.48,+0.31,8
