107/02/12,0,0,---,---,---,---,---,0
107/02/09,240000,462940,2.18,2.18,1.89,1.89,-0.13,7
107/02/08,105000,210160,1.89,2.06,1.89,2.02,+0.11,7
107/02/07,350000,656620,1.78,1.96,1.77,1.91,-0.17,14
107/02/06,269000,527970,1.92,2.08,1.92,2.08,+0.29,10
