107/02/12,0,0,---,---,---,---,---,0
107/02/09,5000,650,0.13,0.13,0.13,0.13,-0.04,1
107/02/08,20000,3400,0.17,0.17,0.17,0.17,-0.02,1
107/02/07,31000,6090,0.21,0.21,0.19,0.19,0.00,3
107/02/06,5000,950,0.19,0.19,0.19,0.19,-0.06,1
