107/02/12,0,0,---,---,---,---,---,0
107/02/09,540000,194460,0.35,0.41,0.35,0.41,-0.07,14
107/02/08,1148000,577600,0.51,0.53,0.48,0.48,-0.01,17
107/02/07,934000,475560,0.46,0.52,0.46,0.49,+0.07,10
107/02/06,150000,69550,0.64,0.64,0.42,0.42,-0.30,8
