107/02/12,0,0,---,---,---,---,---,0
107/02/09,51000,27650,0.52,0.62,0.52,0.62,+0.01,4
107/02/08,85000,55050,0.65,0.65,0.61,0.61,-0.06,5
107/02/07,358000,235020,0.66,0.67,0.64,0.67,+0.08,5
107/02/06,576000,373550,0.70,0.71,0.59,0.59,-0.23,13
