107/02/12,0,0,---,---,---,---,---,0
107/02/09,220000,63000,0.28,0.30,0.28,0.30,+0.06,4
107/02/08,20000,4800,0.24,0.24,0.24,0.24,-0.12,1
107/02/07,70000,25200,0.36,0.36,0.36,0.36,+0.05,2
107/02/06,80000,31600,0.43,0.43,0.31,0.31,-0.20,8
