107/02/12,0,0,---,---,---,---,---,0
107/02/09,6000,19320,3.22,3.22,3.22,3.22,+0.05,2
107/02/08,6000,19020,3.17,3.17,3.17,3.17,-0.01,2
107/02/07,30000,95400,3.21,3.21,3.15,3.18,-0.51,4
107/02/06,320000,1175730,3.16,4.06,3.16,3.69,+0.89,12
