107/02/12,600000,21866200,36.43,36.45,36.43,36.44,-0.56,9
107/02/09,601000,22230750,37.01,37.01,36.91,37.00,-0.21,17
107/02/08,501000,18649750,37.15,37.23,37.15,37.21,-0.03,27
107/02/07,877000,32757620,37.37,37.41,37.24,37.24,-0.57,168
107/02/06,504000,19060660,37.70,37.82,37.70,37.81,+0.22,30
