107/02/12,0,0,---,---,---,---,---,0
107/02/09,45000,60300,1.34,1.34,1.34,1.34,-0.20,1
107/02/08,45000,69300,1.54,1.54,1.54,1.54,-0.07,1
107/02/07,4000,6440,1.61,1.61,1.61,1.61,+0.28,1
107/02/06,57000,66050,1.36,1.36,1.14,1.33,-0.16,7
