107/02/12,0,0,---,---,---,---,---,0
107/02/09,185000,22360,0.12,0.17,0.12,0.17,+0.03,3
107/02/08,4000,560,0.14,0.14,0.14,0.14,-0.02,1
107/02/07,50000,8000,0.16,0.16,0.16,0.16,-0.11,1
107/02/06,51000,13750,0.25,0.27,0.25,0.27,+0.08,2
