107/02/12,0,0,---,---,---,---,---,0
107/02/09,132000,127820,0.99,1.02,0.91,0.93,+0.04,10
107/02/08,103000,92540,0.92,0.92,0.89,0.89,-0.02,8
107/02/07,320000,308260,0.97,0.97,0.91,0.91,-0.11,9
107/02/06,398000,396440,0.98,1.02,0.98,1.02,+0.06,6
