107/02/12,0,0,---,---,---,---,---,0
107/02/09,136000,39190,0.29,0.34,0.28,0.34,-0.06,7
107/02/08,130000,54300,0.42,0.42,0.40,0.40,-0.04,2
107/02/07,250000,115200,0.47,0.47,0.44,0.44,+0.02,7
107/02/06,210000,95000,0.46,0.48,0.42,0.42,-0.12,7
