107/02/12,0,0,---,---,---,---,---,0
107/02/09,20000,11200,0.56,0.56,0.56,0.56,-0.15,1
107/02/08,110000,78100,0.71,0.71,0.71,0.71,-0.03,3
107/02/07,110000,81400,0.74,0.74,0.74,0.74,+0.10,2
107/02/06,50000,32000,0.64,0.64,0.64,0.64,-0.21,1
