107/02/12,0,0,---,---,---,---,---,0
107/02/09,159000,206780,1.35,1.35,1.27,1.28,+0.17,7
107/02/08,537000,604010,1.11,1.15,1.11,1.11,+0.03,6
107/02/07,705000,764860,1.10,1.10,1.07,1.08,-0.01,22
107/02/06,300000,313800,1.02,1.10,1.02,1.09,+0.12,6
