107/02/12,0,0,---,---,---,---,---,0
107/02/09,15000,22200,1.48,1.48,1.48,1.48,+0.18,1
107/02/08,10000,13050,1.31,1.31,1.30,1.30,+0.04,2
107/02/07,10000,12600,1.26,1.26,1.26,1.26,-0.05,2
107/02/06,142000,176660,1.24,1.31,1.23,1.31,+0.16,4
