107/02/12,0,0,---,---,---,---,---,0
107/02/09,1000,300,0.30,0.30,0.30,0.30,+0.06,1
107/02/08,30000,7200,0.24,0.24,0.24,0.24,-0.07,1
107/02/07,1000,310,0.31,0.31,0.31,0.31,-0.01,1
107/02/06,61000,18620,0.31,0.32,0.30,0.32,-0.17,7
