107/02/12,0,0,---,---,---,---,---,0
107/02/09,212000,318500,1.55,1.55,1.47,1.48,+0.05,13
107/02/08,82000,122660,1.52,1.53,1.43,1.43,-0.06,5
107/02/07,90000,138500,1.57,1.57,1.49,1.49,-0.24,6
107/02/06,60000,95600,1.53,1.73,1.53,1.73,+0.33,6
