107/02/12,0,0,---,---,---,---,---,0
107/02/09,60000,27600,0.45,0.47,0.45,0.47,-0.04,2
107/02/08,120000,63200,0.53,0.53,0.51,0.51,-0.04,3
107/02/07,150000,81500,0.53,0.55,0.53,0.55,+0.07,3
107/02/06,90000,49800,0.63,0.63,0.48,0.48,-0.23,3
