107/02/12,0,0,---,---,---,---,---,0
107/02/09,289000,208020,0.72,0.74,0.70,0.74,-0.09,9
107/02/08,244000,202230,0.82,0.84,0.82,0.83,-0.01,4
107/02/07,187000,155530,0.83,0.84,0.83,0.84,+0.09,5
107/02/06,159000,131170,0.84,0.88,0.73,0.75,-0.17,9
