107/02/12,0,0,---,---,---,---,---,0
107/02/09,202000,314900,1.56,1.58,1.45,1.45,+0.07,8
107/02/08,222000,337880,1.53,1.54,1.38,1.38,-0.14,9
107/02/07,80000,125300,1.59,1.59,1.52,1.52,-0.33,6
107/02/06,464000,747150,1.54,1.94,1.53,1.85,+0.47,15
