107/02/12,0,0,---,---,---,---,---,0
107/02/09,191000,283920,1.50,1.50,1.30,1.33,+0.10,6
107/02/08,188000,228380,1.20,1.23,1.20,1.23,+0.01,3
107/02/07,177000,215940,1.22,1.22,1.22,1.22,-0.08,1
107/02/06,470000,584700,1.23,1.30,1.21,1.30,+0.15,7
