107/02/12,0,0,---,---,---,---,---,0
107/02/09,45000,1800,0.04,0.04,0.04,0.04,0.00,5
107/02/08,50000,2000,0.04,0.04,0.04,0.04,-0.12,6
107/02/07,36000,4610,0.11,0.18,0.08,0.16,-0.02,7
107/02/06,30000,5750,0.35,0.35,0.15,0.18,-0.36,4
