107/02/12,0,0,---,---,---,---,---,0
107/02/09,358000,35420,0.05,0.11,0.05,0.11,+0.02,10
107/02/08,269000,26520,0.11,0.11,0.08,0.09,-0.02,3
107/02/07,99000,13160,0.12,0.14,0.11,0.11,+0.01,3
107/02/06,120000,12050,0.11,0.11,0.10,0.10,-0.08,4
