107/02/12,0,0,---,---,---,---,---,0
107/02/09,270000,70500,0.25,0.29,0.25,0.29,-0.05,8
107/02/08,370000,127600,0.35,0.36,0.34,0.34,-0.06,8
107/02/07,330000,126400,0.37,0.40,0.37,0.40,+0.09,8
107/02/06,280000,96500,0.35,0.38,0.31,0.31,-0.12,8
