107/02/12,0,0,---,---,---,---,---,0
107/02/09,3000,3390,1.13,1.13,1.13,1.13,+0.10,1
107/02/08,5000,5150,1.03,1.03,1.03,1.03,+0.01,1
107/02/07,456000,461720,1.00,1.02,1.00,1.02,-0.06,13
107/02/06,519000,532420,1.01,1.08,1.01,1.08,+0.16,9
