107/02/12,0,0,---,---,---,---,---,0
107/02/09,103000,11330,0.11,0.11,0.11,0.11,-0.08,2
107/02/08,195000,42800,0.24,0.24,0.19,0.19,-0.09,4
107/02/07,100000,28000,0.28,0.28,0.28,0.28,+0.06,1
107/02/06,115000,30300,0.27,0.27,0.22,0.22,-0.13,2
