107/02/12,0,0,---,---,---,---,---,0
107/02/09,52000,18800,0.36,0.40,0.36,0.40,+0.05,2
107/02/08,12000,4260,0.38,0.38,0.35,0.35,-0.05,3
107/02/07,50000,20500,0.50,0.50,0.40,0.40,-0.15,2
107/02/06,10000,5500,0.55,0.55,0.55,0.55,-0.08,1
