107/02/12,0,0,---,---,---,---,---,0
107/02/09,35000,33750,0.98,0.98,0.87,0.87,+0.04,2
107/02/08,575000,471550,0.82,0.83,0.82,0.83,+0.05,5
107/02/07,540000,425700,0.79,0.79,0.78,0.78,-0.10,4
107/02/06,6000,5280,0.88,0.88,0.88,0.88,+0.08,1
