107/02/09,0,0,---,---,---,---,---,0
107/02/08,0,0,---,---,---,---,---,0
107/02/07,30000,3300,0.11,0.11,0.11,0.11,-0.12,1
107/02/06,30000,6900,0.23,0.23,0.23,0.23,+0.15,1
