107/02/12,0,0,---,---,---,---,---,0
107/02/09,21000,21490,1.04,1.04,0.99,0.99,+0.11,3
107/02/08,236000,194620,0.82,0.88,0.82,0.88,+0.04,5
107/02/07,471000,387560,0.86,0.86,0.81,0.84,-0.01,9
107/02/06,255000,210740,0.81,0.85,0.81,0.85,+0.04,4
