107/02/12,0,0,---,---,---,---,---,0
107/02/09,31000,22480,0.69,0.78,0.69,0.78,-0.31,4
107/02/08,41000,46120,1.17,1.17,1.02,1.09,-0.11,5
107/02/07,71000,92440,1.36,1.36,1.20,1.20,-0.01,8
107/02/06,70000,92600,1.53,1.59,1.11,1.21,-0.43,7
