107/02/12,0,0,---,---,---,---,---,0
107/02/09,99000,12870,0.13,0.13,0.13,0.13,-0.10,1
107/02/08,20000,4700,0.24,0.24,0.23,0.23,-0.04,2
107/02/07,5000,1350,0.27,0.27,0.27,0.27,+0.04,1
107/02/06,30000,7600,0.30,0.30,0.23,0.23,-0.22,3
