107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,3800,0.38,0.38,0.38,0.38,+0.02,1
107/02/08,10000,3600,0.36,0.36,0.36,0.36,0.00,1
107/02/07,69000,24760,0.36,0.38,0.35,0.36,-0.11,7
107/02/06,60000,25900,0.36,0.47,0.36,0.47,+0.12,6
