107/02/12,0,0,---,---,---,---,---,0
107/02/09,45000,1500,0.03,0.04,0.03,0.04,-0.02,3
107/02/08,809000,57040,0.11,0.11,0.06,0.06,-0.06,8
107/02/07,190000,23200,0.13,0.13,0.11,0.12,+0.04,9
107/02/06,30000,3000,0.12,0.12,0.08,0.08,-0.16,2
