107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,14100,0.47,0.47,0.47,0.47,+0.01,2
107/02/08,396000,184260,0.47,0.47,0.46,0.46,-0.02,5
107/02/07,372000,176440,0.46,0.48,0.46,0.48,+0.11,3
107/02/06,42000,16720,0.46,0.46,0.37,0.37,-0.14,4
