107/02/12,0,0,---,---,---,---,---,0
107/02/09,63000,45360,0.72,0.72,0.72,0.72,-0.13,1
107/02/08,736000,642800,0.87,0.88,0.85,0.85,+0.05,8
107/02/07,798000,610140,0.73,0.80,0.73,0.80,+0.09,9
107/02/06,250000,173240,0.68,0.71,0.67,0.71,-0.12,11
