107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,13950,0.46,0.47,0.46,0.47,-0.10,2
107/02/08,235000,133250,0.58,0.58,0.56,0.57,-0.06,7
107/02/07,233000,141940,0.58,0.63,0.58,0.63,+0.11,7
107/02/06,491000,316630,0.68,0.68,0.52,0.52,-0.21,10
