107/02/12,0,0,---,---,---,---,---,0
107/02/09,34000,42870,1.30,1.30,1.17,1.17,+0.13,4
107/02/08,135000,137840,1.02,1.04,1.02,1.04,-0.03,2
107/02/07,190000,203300,1.07,1.07,1.07,1.07,-0.12,1
107/02/06,476000,524610,1.07,1.19,1.07,1.19,+0.17,8
